city_name,country_code,latitude,longitude,date,cloud_cover_perc_avg,cloud_cover_perc_max,cloud_cover_perc_min,degree_days_cooling,degree_days_freezing,degree_days_growing,degree_days_heating,humidity_relative_avg,humidity_relative_max,humidity_relative_min,index_air_quality_24hr_max,index_uv_avg,index_uv_max,index_uv_min,minutes_of_ice_total,minutes_of_precipitation_total,minutes_of_sun_total,minutes_of_rain_total,minutes_of_snow_total,has_ice,ice_lwe_rate_avg,ice_lwe_rate_max,ice_lwe_rate_min,ice_lwe_total,ice_probability,has_precipitation,precipitation_lwe_rate_avg,precipitation_lwe_rate_max,precipitation_lwe_rate_min,precipitation_lwe_total,precipitation_probability,precipitation_type_desc_predominant,has_rain,rain_lwe_rate_avg,rain_lwe_rate_max,rain_lwe_rate_min,rain_lwe_total,rain_probability,snow_liquid_ratio_accuweather_avg,snow_liquid_ratio_accuweather_max,snow_liquid_ratio_accuweather_min,has_snow,snow_avg,snow_max,snow_min,snow_total,snow_lwe_rate_avg,snow_lwe_rate_max,snow_lwe_rate_min,snow_lwe_total,snow_probability,solar_irradiance_avg,solar_irradiance_max,solar_irradiance_total,temperature_avg,temperature_max,temperature_min,temperature_dew_point_avg,temperature_dew_point_max,temperature_dew_point_min,temperature_heat_index_avg,temperature_heat_index_max,temperature_heat_index_min,temperature_realfeel_avg,temperature_realfeel_max,temperature_realfeel_min,temperature_realfeel_shade_avg,temperature_realfeel_shade_max,temperature_realfeel_shade_min,temperature_wind_chill_avg,temperature_wind_chill_max,temperature_wind_chill_min,visibility_avg,visibility_max,visibility_min,wind_direction_avg,wind_gust_avg,wind_gust_max,wind_gust_min,wind_gust_direction_avg,wind_speed_avg,wind_speed_max,wind_speed_min
tehran,ir,35.70131,51.40739,2024-07-18,0,0,0,29.06,0,44.06,0,22.47,44.25,12.5,37,3.05,11.81,0,0,0,780,0,0,false,0,0,0,0,0,false,0,0,0,0,4,none,false,0,0,0,0,4,0,0,0,false,0,0,0,0,0,0,0,0,0,387.05,1056.97,9289.22,94.06,107.17,76.3,47.87,53.24,43.1,90.99,103.05,75.71,95.31,110.91,74.83,92.15,104.41,74.83,94.06,107.17,76.3,10,10,10,185.7,8.13,16.3,4.2,185.7,3.41,7.4,1.7
tehran,ir,35.70131,51.40739,2024-07-19,27,58,0,24.91,0,39.91,0,24.27,38.17,15,31,3.03,11.79,0,0,0,549,0,0,false,0,0,0,0,0,false,0,0,0,0,20,none,false,0,0,0,0,20,0,0,0,false,0,0,0,0,0,0,0,0,0,380.31,1041.17,9127.54,89.91,98.78,82,47.81,54.29,41.54,86.93,94.72,81.22,91.68,103.86,80.7,88.07,96.45,80.7,89.91,98.78,82,10,10,10,254.3,7.91,16,3,254.3,3.15,6.4,1.2
tehran,ir,35.70131,51.40739,2024-07-20,36,81,0,24.86,0,39.86,0,24.37,38.53,13.76,0,3.02,11.76,0,0,0,629,0,0,false,0,0,0,0,0,false,0,0,0,0,32,none,false,0,0,0,0,32,0,0,0,false,0,0,0,0,0,0,0,0,0,382.6,1055.08,9182.5,89.86,100.57,79.77,47.04,53.87,41.65,86.99,96.27,79.25,91.15,104.82,77.36,87.6,97.96,77.36,89.86,100.57,79.77,10,10,10,199.5,11.35,19.9,2.6,199.5,4.66,8,1
tehran,ir,35.70131,51.40739,2024-07-13,2,8,0,24.28,0,39.28,0,22.69,35.65,13.93,39,3.09,11.93,0,0,0,774,0,0,false,0,0,0,0,0,false,0,0,0,0,10,none,false,0,0,0,0,10,0,0,0,false,0,0,0,0,0,0,0,0,0,391,1060.84,9384.03,89.28,98.49,78.94,45.44,49.7,41.5,86.23,93.99,78.21,89.18,99.42,78.19,86.41,95.57,76.47,89.28,98.49,78.94,10,10,10,195.8,11.02,15.8,7.2,195.8,7.24,8.2,5.3
tehran,ir,35.70131,51.40739,2024-07-12,45,87,4,24.73,0,39.73,0,21.9,33.67,13.39,34,2.81,11.94,0,0,0,418,0,0,false,0,0,0,0,0,false,0,0,0,0,11,none,false,0,0,0,0,11,0,0,0,false,0,0,0,0,0,0,0,0,0,338.61,1033.09,8126.58,89.73,99.25,81,44.62,50,39,86.54,94.66,79.9,88.94,99.06,77.66,86.73,96.29,77.61,89.73,99.25,81,9.23,10,5,237.2,10.86,16,4.8,237.2,8.1,12,4
bangkok,th,13.73077,100.52101,2024-07-15,99,100,97,19.86,0,34.86,0,69.22,76.84,57.56,33,1.13,5.54,0,0,210,0,210,0,false,0,0,0,0,0,false,0.87,0.46,0.01,0.87,95,rain,true,0.87,0.46,0.01,0.87,95,0,0,0,false,0,0,0,0,0,0,0,0,0,18.33,54.14,439.93,84.86,90.34,80.94,73.71,77.79,72.9,91.96,100.12,85.71,90.82,97.87,85.38,89.79,94.39,85.38,84.86,90.34,80.94,4.63,6,2,231.3,12.84,19.2,7.1,231.3,7.3,11.1,5.1
bangkok,th,13.73077,100.52101,2024-07-18,99,100,98,20.1,0,35.1,0,73.09,81.38,61.12,31,0.99,5.4,0,0,330,5,330,0,false,0,0,0,0,0,false,0.39,0.08,0.04,0.39,96,rain,true,0.39,0.08,0.04,0.39,96,0,0,0,false,0,0,0,0,0,0,0,0,0,35.75,122.57,858,85.1,90.89,78.94,75.53,78.25,72,94.13,104.49,80.25,92.88,101,82.51,92.04,98.22,82.51,85.1,90.89,78.94,4.97,6,4,211.5,12.75,22.2,6.7,211.5,5.71,9.7,2.7
bangkok,th,13.73077,100.52101,2024-07-21,100,100,100,20.62,0,35.62,0,75.45,85.8,60.94,0,0.68,2.81,0,0,360,0,360,0,false,0,0,0,0,0,false,0.56,0.13,0.01,0.56,97,rain,true,0.56,0.13,0.01,0.56,97,0,0,0,false,0,0,0,0,0,0,0,0,0,18.19,54.27,436.64,85.62,91.5,82.42,76.99,79.65,75.69,96.22,106.8,91.58,93.93,100.08,88.41,93.24,98.54,88.41,85.62,91.5,82.42,4.79,6,4,204.1,13.4,19.7,7,204.1,6.74,9.1,3.4
bangkok,th,13.73077,100.52101,2024-07-22,99,100,99,20.03,0,35.03,0,78.66,99.8,59.48,0,1.24,5.05,0,0,210,0,210,0,false,0,0,0,0,0,false,0.16,0.04,0,0.16,94,rain,true,0.16,0.04,0,0.16,94,0,0,0,false,0,0,0,0,0,0,0,0,0,21.88,78.01,525.02,85.03,92.5,78.2,77.33,78.36,76.19,94.52,105.64,80.41,94.69,102.65,88.16,93.49,100.89,88.16,85.03,92.5,78.2,5.25,6,5,204.9,12.56,15.4,10.7,204.9,5.83,7,4.9
bangkok,th,13.73077,100.52101,2024-07-23,99,100,99,20.03,0,35.03,0,78.57,94.19,59.6,0,1.27,5.63,0,0,330,0,330,0,false,0,0,0,0,0,false,0.43,0.14,0,0.43,96,rain,true,0.43,0.14,0,0.43,96,0,0,0,false,0,0,0,0,0,0,0,0,0,21.99,78.03,527.73,85.03,92.5,79.2,77.45,79.42,75.85,95.33,105.72,83.9,94.84,102.12,87.56,93.67,101.02,87.56,85.03,92.5,79.2,5.25,6,4,214.1,11.58,18,8.3,214.1,5.18,7.8,3.3
bangkok,th,13.73077,100.52101,2024-07-24,99,100,99,19.91,0,34.91,0,77.6,90.61,62.25,0,1.29,5.64,0,0,60,0,60,0,false,0,0,0,0,0,false,0.04,0.03,0.01,0.04,72,rain,true,0.04,0.03,0.01,0.04,72,0,0,0,false,0,0,0,0,0,0,0,0,0,18.3,54.33,439.23,84.91,91.5,79.2,76.99,78.98,75.84,94.73,104.89,83.5,94.7,101.18,88.17,93.5,100.29,87.69,84.91,91.5,79.2,6.04,7,6,232.5,12.28,15.8,10.5,232.5,5.6,7.9,4.2
bangkok,th,13.73077,100.52101,2024-07-25,99,100,99,18.99,0,33.99,0,78.76,93.7,63.8,0,0.84,3.3,0,0,0,0,0,0,false,0,0,0,0,0,false,0,0,0,0,64,none,false,0,0,0,0,64,0,0,0,false,0,0,0,0,0,0,0,0,0,18.18,54.36,436.34,83.99,89.98,78.2,76.53,77.93,75.55,92.47,101.86,80.12,92.86,98.39,86.31,91.93,98.32,86.31,83.99,89.98,78.2,8.42,10,6,225.7,11.77,15,8.4,225.7,7.15,9.2,5.4
bangkok,th,13.73077,100.52101,2024-07-26,99,100,98,18.43,0,33.43,0,81.23,94.58,66.78,0,0.72,3.25,0,0,240,0,240,0,false,0,0,0,0,0,false,0.54,0.29,0.01,0.54,95,rain,true,0.54,0.29,0.01,0.54,95,0,0,0,false,0,0,0,0,0,0,0,0,0,22.08,78.09,529.91,83.43,89.2,78.2,76.96,77.99,76.19,91.9,101.6,80.17,91.9,97.7,83.02,91.17,97.7,83.02,83.43,89.2,78.2,8.67,10,3,205.1,11.01,16.1,8,205.1,7.54,9.7,6.2
bangkok,th,13.73077,100.52101,2024-07-14,98,100,82,20.46,0,35.46,0,66.27,75.17,51,31,1.16,6.16,0,0,120,9,120,0,false,0,0,0,0,0,false,0.1,0.08,0.01,0.1,85,rain,true,0.1,0.08,0.01,0.1,85,0,0,0,false,0,0,0,0,0,0,0,0,0,42.42,211.89,1018.09,85.46,93.18,81.09,72.92,75.61,72.2,92.01,101.98,85.71,90.61,100.89,86.16,89.65,96.35,86.16,85.46,93.18,81.09,5.88,7,5,237.5,14.62,19.8,10.5,237.5,8.14,12.9,5.3
bangkok,th,13.73077,100.52101,2024-07-16,99,100,99,17.76,0,32.76,0,71.74,79.03,59.43,32,0.83,4.12,0,0,180,0,180,0,false,0,0,0,0,0,false,0.33,0.23,0.01,0.33,94,rain,true,0.33,0.23,0.01,0.33,94,0,0,0,false,0,0,0,0,0,0,0,0,0,21.9,77.88,525.51,82.76,87.86,79.17,72.76,76.3,72.1,88.13,94.59,80.5,87.67,91.84,84.63,86.83,91.78,83.21,82.76,87.86,79.17,4.75,6,3,234.7,13.45,20.6,8.1,234.7,7.13,9.7,5.1
bangkok,th,13.73077,100.52101,2024-07-17,100,100,100,17.52,0,32.52,0,73.73,84.13,64.02,31,0.73,2.86,0,0,210,0,210,0,false,0,0,0,0,0,false,0.62,0.33,0.04,0.62,94,rain,true,0.62,0.33,0.04,0.62,94,0,0,0,false,0,0,0,0,0,0,0,0,0,18.2,54.18,436.83,82.52,86.73,78.88,73.33,77.11,72.8,88.15,97.28,80.3,87.97,92.36,84.48,87.25,90.59,84.48,82.52,86.73,78.88,4.75,6,2,245.3,10.12,17.8,5.8,245.3,6.69,9.7,4.6
bangkok,th,13.73077,100.52101,2024-07-19,100,100,100,20.19,0,35.19,0,78.73,89.04,70.63,32,0.85,4.09,0,0,540,0,540,0,false,0,0,0,0,0,false,0.98,0.18,0.06,0.98,95,rain,true,0.98,0.18,0.06,0.98,95,0,0,0,false,0,0,0,0,0,0,0,0,0,18.2,54.22,436.75,85.19,89.07,82.34,77.89,79.68,76.06,96.67,103.83,92.64,94.87,99.46,90.52,94.11,99.46,89.95,85.19,89.07,82.34,4.13,5,4,190.8,12.75,20,0.8,190.8,5.28,8,0.3
bangkok,th,13.73077,100.52101,2024-07-20,99,100,99,20.04,0,35.04,0,77.64,90.9,70.01,0,0.75,3.35,0,0,360,0,360,0,false,0,0,0,0,0,false,1.01,0.29,0.06,1.01,94,rain,true,1.01,0.29,0.06,1.01,94,0,0,0,false,0,0,0,0,0,0,0,0,0,29.81,88.87,715.44,85.04,89.67,80.7,77.33,79.92,74.34,95.98,104.95,87.52,93.67,100.01,86.65,93.06,100.01,86.65,85.04,89.67,80.7,4.04,5,3,189.7,15.57,20.2,11.1,189.7,7.12,8.9,4.4
bangkok,th,13.73077,100.52101,2024-07-13,91,100,47,20.15,0,35.15,0,64.8,72.93,53.39,34,1.04,6.51,0,0,90,26,90,0,false,0,0,0,0,0,false,0.17,0.16,0.01,0.17,90,rain,true,0.17,0.16,0.01,0.17,90,0,0,0,false,0,0,0,0,0,0,0,0,0,70.26,409.53,1686.19,85.15,91.74,80.66,72.03,76.54,71.3,91.02,101.45,84.5,89.65,97.66,84.7,88.76,95.17,84.7,85.15,91.74,80.66,6.38,7,4,240.5,13.94,21.7,7.5,240.5,7.71,10.8,4.1
bangkok,th,13.73077,100.52101,2024-07-12,75,100,25,20.53,0,35.53,0,69.31,82.47,56.1,35,2.14,11.86,0,0,390,307,390,0,false,0,0,0,0,0,false,0.23,0.06,0,0.23,97,rain,true,0.23,0.06,0,0.23,97,0,0,0,false,0,0,0,0,0,0,0,0,0,284.91,1057.88,6837.81,85.53,91.58,80.61,74.3,77.18,72.3,93.32,105.24,85.48,93.81,102.58,86.29,91.95,99.54,86.29,85.53,91.58,80.61,11.88,14.91,4.66,224.1,6.02,10.4,0,224.1,4.1,7.4,0
buenos aires,ar,-34.60757,-58.43709,2024-07-12,0,0,0,0,0,0,17.88,55.96,70.2,46.3,36,0.74,2.94,0,0,0,600,0,0,false,0,0,0,0,0,false,0,0,0,0,0,none,false,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,159.33,603.13,3823.85,47.12,53.03,41,32,34.23,28,44.16,50.21,37.61,50.03,57.73,43.49,48.43,54.55,43.49,46.98,53.03,41,8.33,10,3.5,124,4.45,7.3,1.2,124,2.35,3.3,1
taipei city,tw,25.04838,121.51441,2024-07-16,62,100,9,26.17,0,41.17,0,61.77,84.45,42.64,64,2.31,11.09,0,0,60,227,60,0,false,0,0,0,0,0,false,0.08,0.08,0.08,0.08,61,rain,true,0.08,0.08,0.08,0.08,61,0,0,0,false,0,0,0,0,0,0,0,0,0,220.68,1001.99,5296.2,91.17,103.3,79.53,75.74,78.56,74.5,102.42,119.83,83.74,99.05,114.04,86.76,97.75,109.6,86.76,91.17,103.3,79.53,9.25,10,4,125.1,13.14,20.6,8.4,125.1,9.25,14.1,4.6
taipei city,tw,25.04838,121.51441,2024-07-17,47,99,0,24.61,0,39.61,0,65.3,80.64,50.31,62,2.78,11.09,0,0,0,422,0,0,false,0,0,0,0,0,false,0,0,0,0,54,none,false,0,0,0,0,54,0,0,0,false,0,0,0,0,0,0,0,0,0,323.3,1042.04,7759.3,89.61,98.46,80.41,76.25,77.8,74,101.16,114.3,85.22,98.16,109.89,86.07,96.56,105.31,86.07,89.61,98.46,80.41,8.46,10,6,147.6,11.33,16.5,7.7,147.6,9.23,11.3,7
taipei city,tw,25.04838,121.51441,2024-07-18,41,100,1,21.18,0,36.18,0,66.98,82.75,54.48,48,2.25,11.08,0,0,0,330,0,0,false,0,0,0,0,0,false,0,0,0,0,57,none,false,0,0,0,0,57,0,0,0,false,0,0,0,0,0,0,0,0,0,263.23,909.89,6317.61,86.18,92,82.15,73.87,78.29,67.67,94.25,103.13,85.66,95.77,102.74,88.91,93.32,101.76,85.42,86.18,92,82.15,7.78,10,5.33,160.9,7.15,11.7,2,160.9,3.43,7.1,0.8
taipei city,tw,25.04838,121.51441,2024-07-19,48,87,4,20.38,0,35.38,0,73.9,85.41,60.79,42,2.33,11.07,0,0,120,354,120,0,false,0,0,0,0,0,false,0.11,0.05,0.01,0.11,73,rain,true,0.11,0.05,0.01,0.11,73,0,0,0,false,0,0,0,0,0,0,0,0,0,323.56,956.38,7765.34,85.38,91,80.96,76.05,77.84,74.19,94.66,102.61,87.03,96.68,102.54,91.25,94.69,100.24,91.25,85.38,91,80.96,6.81,10,4.5,153.2,4.29,12.2,0.5,153.2,1.71,4.9,0.2
buenos aires,ar,-34.60757,-58.43709,2024-07-21,89,100,0,0,0,7.11,7.89,65.43,85.38,48.87,0,0.2,0.83,0,0,180,3,180,0,false,0,0,0,0,0,false,0.19,0.09,0,0.19,86,rain,true,0.19,0.09,0,0.19,86,0,0,0,false,0,0,0,0,0,0,0,0,0,13.74,51.39,329.65,57.11,62,51.39,45.14,52.57,41.62,55.59,60.2,50.14,51.61,57.13,47.25,51.61,57.13,47.25,57.11,62,51.39,6.79,10,3,145.3,19.83,28.3,12.7,145.3,11.27,15.9,6.4
buenos aires,ar,-34.60757,-58.43709,2024-07-22,91,100,82,0,0,3.92,11.08,72.2,83.53,58.93,0,0.25,1.02,0,0,60,45,60,0,false,0,0,0,0,0,false,0.02,0.01,0.01,0.02,61,rain,true,0.02,0.01,0.01,0.02,61,0,0,0,false,0,0,0,0,0,0,0,0,0,50.49,234.5,1211.83,53.92,61,47,45,49.57,41.1,52.4,59.61,45.15,52.02,59.79,43.56,51.94,59.79,43.56,52.94,61,43.68,6.88,10,5,131.3,10.42,12.6,5.1,131.3,5.29,7.1,2
buenos aires,ar,-34.60757,-58.43709,2024-07-23,82,100,40,0,0,10.37,4.63,69.33,86.48,54.3,0,0.51,2.96,0,0,60,174,60,0,false,0,0,0,0,0,false,0.02,0.01,0.01,0.02,69,rain,true,0.02,0.01,0.01,0.02,69,0,0,0,false,0,0,0,0,0,0,0,0,0,117.64,514.7,2823.45,60.37,68.95,53,49.88,52.45,45.46,59.36,68.15,51.55,61.3,68.78,54.27,60.41,68.34,54.27,60.37,68.95,53,7.42,10,6,140.5,5.93,10,1.9,140.5,2.58,4.9,0.7
buenos aires,ar,-34.60757,-58.43709,2024-07-24,96,100,85,0,0,12.63,2.37,79.15,90,69.57,0,0.2,0.77,0,0,90,1,90,0,false,0,0,0,0,0,false,0.05,0.02,0.01,0.05,70,rain,true,0.05,0.02,0.01,0.05,70,0,0,0,false,0,0,0,0,0,0,0,0,0,9.21,31.85,221.09,62.63,68,58.65,56.06,59.46,51.74,62.31,67.98,58.17,60.01,66.03,55.22,60.01,66.03,55.22,62.63,68,58.65,8.17,10,6,106.3,12.33,14.6,10.3,106.3,6.98,9.6,5
buenos aires,ar,-34.60757,-58.43709,2024-07-25,95,100,86,0,0,5.68,9.32,70.92,96.61,54.88,0,0.26,1.01,0,0,60,33,60,0,false,0,0,0,0,0,false,0.05,0.04,0.01,0.05,81,none,true,0.05,0.04,0.01,0.05,81,0,0,0,false,0,0,0,0,0,0,0,0,0,41.89,202.74,1005.33,55.68,60.34,50.01,45.96,56.93,38.9,54.28,60.03,48.18,52.52,58,42.21,52.45,58,42.21,55.68,60.34,50.01,8.58,10,6,67.3,12.1,15.4,9.5,67.3,6.92,11.7,5.2
buenos aires,ar,-34.60757,-58.43709,2024-07-26,98,100,97,0,0,0.5,14.5,79.72,93.32,64.56,0,0.22,0.87,0,0,30,1,30,0,false,0,0,0,0,0,false,0,0,0,0,76,rain,true,0,0,0,0,76,0,0,0,false,0,0,0,0,0,0,0,0,0,9.61,32.37,230.56,50.5,55.8,46.3,44.31,48.22,42.08,48.99,54.11,44.71,41.74,48.69,36.85,41.74,48.69,36.85,47.89,55.8,39.97,10,10,10,126.6,20.68,27,16.1,126.6,14.27,16.2,12.7
taipei city,tw,25.04838,121.51441,2024-07-21,39,91,9,19.96,0,34.96,0,77.75,92.37,64.53,0,2.48,11.05,0,0,90,342,90,0,false,0,0,0,0,0,false,0.08,0.04,0.01,0.08,75,rain,true,0.08,0.04,0.01,0.08,75,0,0,0,false,0,0,0,0,0,0,0,0,0,290.19,909,6964.61,84.96,91.8,79,77.08,79.39,73.39,94.8,107.53,80.75,96.93,104.53,89.39,95.01,101.85,87.35,84.96,91.8,79,5.79,7,5,230.3,3.55,6.8,1.5,230.3,1.4,2.7,0.6
taipei city,tw,25.04838,121.51441,2024-07-22,48,93,17,20.92,0,35.92,0,68.14,88.22,50.59,0,2.92,12.27,0,0,60,384,60,0,false,0,0,0,0,0,false,0.04,0.03,0.01,0.04,65,rain,true,0.04,0.03,0.01,0.04,65,0,0,0,false,0,0,0,0,0,0,0,0,0,353.68,1038.99,8488.34,85.92,92.8,79.6,73.79,78.85,70.84,93.07,100.58,83.62,96.06,103.1,88.65,93.51,99.66,86.85,85.92,92.8,79.6,6.17,7,5,245.9,5.21,8.5,2.3,245.9,2.04,3.4,0.9
taipei city,tw,25.04838,121.51441,2024-07-23,56,91,3,21.46,0,36.46,0,69.48,81.63,60,0,1.96,7.32,0,0,90,157,90,0,false,0,0,0,0,0,false,0.07,0.03,0.02,0.07,78,rain,true,0.07,0.03,0.02,0.07,78,0,0,0,false,0,0,0,0,0,0,0,0,0,199.03,511.13,4776.82,86.46,92.8,80.6,75.27,77.88,71.7,95.76,107.61,85.24,96.73,105.71,88.69,94.88,102.87,87.91,86.46,92.8,80.6,5.67,7,5,192.7,5.5,14.1,1,192.7,2.31,6.7,0.4
taipei city,tw,25.04838,121.51441,2024-07-24,29,74,4,20.9,0,35.9,0,66.43,79.73,52.85,0,2.25,11.02,0,0,90,420,90,0,false,0,0,0,0,0,false,0.06,0.02,0.02,0.06,67,rain,true,0.06,0.02,0.02,0.06,67,0,0,0,false,0,0,0,0,0,0,0,0,0,328.24,1003.9,7877.76,85.9,91.8,80.6,73.29,77.4,69.83,93.07,101.27,84.39,94.9,100.94,88.89,92.54,97.87,87.07,85.9,91.8,80.6,6.96,10,6,135.6,7.92,16.9,0.6,135.6,3.39,8.8,0.2
taipei city,tw,25.04838,121.51441,2024-07-25,85,100,54,19.89,0,34.89,0,74.73,85.18,62.51,0,1.11,4.27,0,0,150,103,150,0,false,0,0,0,0,0,false,0.23,0.09,0.04,0.23,89,rain,true,0.23,0.09,0.04,0.23,89,0,0,0,false,0,0,0,0,0,0,0,0,0,124.19,573.07,2980.52,84.89,90.2,79.7,75.95,78.28,73.76,93.86,101.64,83.97,95.01,99.8,88.81,93.85,99.45,88.81,84.89,90.2,79.7,8.08,10,5,165.7,4.08,9.4,0,165.7,2.58,6.1,0
taipei city,tw,25.04838,121.51441,2024-07-26,97,100,94,18.53,0,33.53,0,79.78,90.52,71.14,0,0.63,2.76,0,0,540,20,540,0,false,0,0,0,0,0,false,1.51,0.41,0.06,1.51,98,rain,true,1.51,0.41,0.06,1.51,98,0,0,0,false,0,0,0,0,0,0,0,0,0,57.32,194.41,1375.74,83.53,87.38,81.08,76.66,79.64,75.11,92.58,101.24,88.14,90.27,94.68,85.37,89.69,94.46,85.37,83.53,87.38,81.08,7.21,10,2,36,15.74,28,4.1,36,10.54,19.7,3.7
taipei city,tw,25.04838,121.51441,2024-07-20,45,76,4,20.21,0,35.21,0,73.25,90.92,57.6,0,2.97,12.32,0,0,90,495,90,0,false,0,0,0,0,0,false,0.1,0.07,0.03,0.1,63,rain,true,0.1,0.07,0.03,0.1,63,0,0,0,false,0,0,0,0,0,0,0,0,0,366.37,1070.21,8792.83,85.21,92,79,75.44,78.02,73.37,93.46,103.09,80.75,96.47,104.21,88.48,94.35,101.46,88.05,85.21,92,79,7.96,10,5,173.3,3.07,5.9,0.4,173.3,1.19,2.3,0.1
buenos aires,ar,-34.60757,-58.43709,2024-07-13,4,17,0,0,0,0,18.37,62.54,73.34,51.79,36,0.74,2.96,0,0,0,557,0,0,false,0,0,0,0,0,false,0,0,0,0,0,none,false,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,160.05,605.42,3841.17,46.63,52.56,40.22,34.36,36.73,32.05,43.93,49.95,37.39,47.55,56.25,41.2,45.97,51.09,41.2,45.49,52.56,40.22,10,10,10,159.4,6.5,9.1,4.6,159.4,4,6.3,2.5
buenos aires,ar,-34.60757,-58.43709,2024-07-14,28,82,0,0,0,0,16.68,70.15,81.61,59.84,35,0.75,2.98,0,0,0,369,0,0,false,0,0,0,0,0,false,0,0,0,0,1,none,false,0,0,0,0,1,0,0,0,false,0,0,0,0,0,0,0,0,0,147.77,550.52,3546.38,48.32,53.24,43.2,38.96,44.21,35.58,46.15,51.08,40.72,47.12,54.39,43.68,45.8,50.34,43.68,46.42,53.24,41.51,10,10,10,76.3,10.03,12.9,6.7,76.3,5.59,7.9,2.7
buenos aires,ar,-34.60757,-58.43709,2024-07-15,54,100,0,0,0,2.12,12.88,77.74,87.82,67.5,25,0.63,3,0,0,0,291,0,0,false,0,0,0,0,0,false,0,0,0,0,2,none,false,0,0,0,0,2,0,0,0,false,0,0,0,0,0,0,0,0,0,130.96,605.14,3143.12,52.12,57.27,47.52,45.31,46.74,44.09,50.68,55.87,46.1,49.92,57.66,45.24,48.94,54.8,45.24,51.21,57.27,45.31,10,10,10,58.6,10.84,12.8,9.7,58.6,6.39,8,5
buenos aires,ar,-34.60757,-58.43709,2024-07-16,41,100,0,0,0,4.21,10.79,78.67,87.4,67.04,21,0.69,3.02,0,0,0,354,0,0,false,0,0,0,0,0,false,0,0,0,0,9,none,false,0,0,0,0,9,0,0,0,false,0,0,0,0,0,0,0,0,0,134.84,612.95,3236.14,54.21,59.84,49.31,47.67,50.4,45.52,53.03,58.67,48.05,52.49,59.91,45.55,51.42,59.4,45.55,54.08,59.84,46.19,9.88,10,7,33.5,11.65,13.8,9.4,33.5,6.12,7.4,5.4
buenos aires,ar,-34.60757,-58.43709,2024-07-17,53,100,3,0,0,6.26,8.74,77.31,90.17,63.37,22,0.76,3.04,0,0,0,444,0,0,false,0,0,0,0,0,false,0,0,0,0,30,none,false,0,0,0,0,30,0,0,0,false,0,0,0,0,0,0,0,0,0,161.64,615.63,3879.38,56.26,61.76,51.62,49.15,49.88,48.2,55.22,60.61,50.72,55.52,62.23,50.1,54.35,59.53,50.1,56.26,61.76,51.62,7.96,10,6,149.5,10.21,12.4,8,149.5,5.5,6.5,4.2
buenos aires,ar,-34.60757,-58.43709,2024-07-18,59,99,20,0,0,7.49,7.51,77.18,90.67,62.79,25,0.42,2.03,0,0,0,112,0,0,false,0,0,0,0,0,false,0,0,0,0,7,none,false,0,0,0,0,7,0,0,0,false,0,0,0,0,0,0,0,0,0,71.91,316.09,1725.89,57.49,63.95,52.28,50.3,51.38,49.45,56.57,63,51.47,56.8,64.49,50.44,56.27,64.49,50.44,57.49,63.95,52.28,10,10,10,58.2,11.54,14.4,5.8,58.2,4.88,6.1,3.6
buenos aires,ar,-34.60757,-58.43709,2024-07-19,96,100,60,0,0,3.96,11.04,72.9,82.39,58.1,27,0.18,0.72,0,0,270,0,270,0,false,0,0,0,0,0,false,0.41,0.13,0.02,0.41,94,rain,true,0.41,0.13,0.02,0.41,94,0,0,0,false,0,0,0,0,0,0,0,0,0,8.55,31.06,205.14,53.96,57.75,50.3,45.39,50.69,41.19,52.49,56.64,48.36,49.76,56.73,43.42,49.76,56.73,43.42,53.96,57.75,50.3,5.46,10,4,125.1,13.54,23,4.9,125.1,7.02,9.2,4.2
buenos aires,ar,-34.60757,-58.43709,2024-07-20,98,100,98,0,0,0,16.31,66.29,74.68,49.73,0,0.22,0.92,0,0,300,4,300,0,false,0,0,0,0,0,false,0.22,0.1,0.01,0.22,94,rain,true,0.22,0.1,0.01,0.22,94,0,0,0,false,0,0,0,0,0,0,0,0,0,15.34,67.34,368.12,48.69,55.76,46.18,37.83,41.7,36.31,46.38,53.37,43.75,41.36,51.41,36.17,41.36,51.41,36.17,44.74,55.76,40.89,5.46,7,3,117.7,23.13,25.5,19.8,117.7,9.9,11.1,8.7
taipei city,tw,25.04838,121.51441,2024-07-14,77,100,42,23.87,0,38.87,0,69.81,89,50.45,61,2.63,12.45,0,0,60,186,60,0,false,0,0,0,0,0,false,0.04,0.03,0.01,0.04,45,rain,true,0.04,0.03,0.01,0.04,45,0,0,0,false,0,0,0,0,0,0,0,0,0,265.01,978.7,6360.18,88.87,99.25,78.97,77.43,79.27,75.5,101.28,116.62,80.75,99.59,112.38,87.24,98.06,108.14,87.24,88.87,99.25,78.97,8.63,10,6,129.2,9.38,14,4.7,129.2,4.38,6.5,2.8
taipei city,tw,25.04838,121.51441,2024-07-15,96,100,81,26.48,0,41.48,0,62.94,82.5,44,68,1.6,7.09,0,0,60,24,60,0,false,0,0,0,0,0,false,0.04,0.04,0,0.04,49,rain,true,0.04,0.04,0,0.04,49,0,0,0,false,0,0,0,0,0,0,0,0,0,71.2,407.7,1708.68,91.48,103.7,80.03,76.57,79,74.3,103.98,122.41,84.64,100.48,115.08,87.11,99.28,111.5,87.11,91.48,103.7,80.03,9.38,10,5,136,14.91,24.2,7.7,136,7.28,10,4.3
